,Price,City,Zipcode,State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,Days on Market,Property Type,Status
1325,151730,3,94807,1,3,1,684,6466,1985,72,4,1
1326,1323474,4,74937,4,4,2,3874,3384,1956,13,3,0
1327,171171,2,71653,4,3,2,1859,3075,1988,104,0,2
1328,576963,1,72442,0,4,3,1237,2093,1961,76,2,1
1329,680603,0,72484,0,3,2,729,9826,1951,57,3,0
1330,775005,4,59250,4,2,3,3118,8098,1951,116,3,2
1331,314574,1,85533,3,6,3,1466,9951,1967,44,3,2
1332,1043558,1,11630,2,6,3,1707,5474,2005,82,0,0
1333,1463056,0,72047,0,6,4,1633,5971,1950,117,4,0
1334,423192,4,96180,0,1,2,891,9249,1982,36,0,1
1335,1226639,1,75773,1,6,2,2489,2613,1967,7,0,1
1336,499972,4,83852,3,3,3,3586,4806,1965,89,2,1
1337,199906,0,37195,0,2,2,1066,8918,1993,20,3,2
1338,1223865,4,62250,2,6,1,2668,8563,1975,16,4,1
1339,378465,1,58871,1,1,1,807,3442,2005,1,1,0
1340,1170279,2,87611,1,6,1,788,7694,1989,21,2,2
1341,1456218,2,43034,0,6,2,715,7185,2002,111,3,1
1342,592771,2,64106,1,4,1,1122,2469,1995,79,3,0
1343,449429,2,14444,3,4,4,1792,7630,1975,49,3,1
1344,1200867,4,44997,4,4,3,2006,1334,1985,31,4,1
1345,147111,4,64978,0,6,2,2255,8997,2006,70,4,1
1346,847617,4,88554,1,2,4,2503,2131,2021,5,1,0
1347,526045,2,92223,2,4,3,3095,6874,1956,105,1,1
1348,1361056,1,39637,3,4,4,965,6245,2022,82,0,2
1349,782095,3,49528,4,4,2,1395,9537,2013,63,4,0
1350,1103146,3,14744,1,5,3,1589,6894,2019,50,4,2
1351,634220,0,84456,3,3,3,3033,7036,1964,80,3,0
1352,268004,1,84948,2,5,2,2575,5928,1993,47,1,1
1353,1421337,2,34535,4,1,1,1618,2535,1992,103,2,2
1354,977475,2,74353,2,2,2,3783,8122,1973,4,1,1
1355,406192,2,44554,2,1,2,3998,3973,1955,51,4,0
1356,145136,3,37330,0,6,4,2018,1269,1990,59,0,2
1357,1169326,1,25727,3,1,4,1110,9592,1982,78,1,2
1358,851439,3,77829,0,4,1,3879,2466,1992,109,0,2
1359,493384,2,96815,1,3,2,3951,2394,2019,29,2,1
1360,702616,3,43982,0,6,3,1704,6514,1968,34,2,1
1361,1444049,2,57281,2,2,3,2531,6783,1964,86,3,0
1362,691610,4,63545,1,5,4,2969,3934,1996,23,4,1
1363,1016112,0,20382,4,1,4,1962,5447,1982,56,0,0
1364,462828,3,98979,4,3,4,721,8803,2013,7,4,1
1365,813988,2,70724,4,2,4,3737,6961,1969,109,0,1
1366,1442853,3,32794,2,6,4,840,9605,1983,63,1,2
1367,1131018,3,91896,1,5,1,2762,7418,1950,19,0,0
1368,1407385,0,16603,3,6,4,1424,2029,2015,102,4,1
1369,419698,3,11546,0,1,1,3250,5601,1963,13,1,2
1370,903859,0,23854,0,3,1,3054,2959,1976,33,4,0
1371,398506,0,34652,1,1,2,2822,3325,1969,11,0,1
1372,378449,1,74325,0,6,4,1800,2208,2001,13,4,1
1373,495312,2,10634,3,2,3,2124,9831,2005,33,4,0
1374,662727,3,96555,1,1,1,3453,2386,2005,95,2,2
1375,353584,4,38222,0,3,2,883,2507,2015,116,2,1
1376,1442996,1,21034,4,5,1,3708,7568,2022,25,2,0
1377,557640,2,81544,0,1,1,1487,7422,2006,62,2,2
1378,643639,4,80401,3,4,1,1925,6548,2010,111,0,1
1379,229145,1,19196,1,5,1,1184,4411,1982,4,1,2
1380,1219813,2,95536,4,4,3,2612,1105,1978,88,1,1
1381,940081,3,90961,2,6,1,1360,8848,2019,42,1,2
1382,435007,3,56099,3,1,3,1992,9030,2012,108,2,1
1383,435821,3,97907,2,4,4,3076,2553,1993,19,0,2
1384,1105789,4,12051,1,6,4,2084,6688,2000,52,2,1
1385,1456728,4,17955,3,4,1,3658,7861,1964,29,3,1
1386,330624,1,49084,2,2,3,3649,2142,1996,20,3,1
1387,537103,3,81454,3,4,1,2670,4676,1958,69,2,1
1388,330544,3,73076,1,3,4,3596,8005,1977,20,0,0
1389,339064,1,71720,3,4,1,1465,9439,1994,74,2,1
1390,903893,2,46598,2,6,1,1017,6096,2016,76,1,0
1391,1292907,0,42023,0,6,2,2201,1491,1954,25,3,2
1392,1301461,1,73076,2,1,2,1032,8275,2011,97,2,0
1393,697001,1,83705,2,6,2,2611,6027,2001,16,4,2
1394,1015024,2,63825,2,3,3,1983,2730,1998,81,0,2
1395,1469651,3,51725,2,2,1,1760,5578,1977,42,3,2
1396,1449947,1,31656,3,2,1,828,7868,2006,41,4,0
1397,1368349,2,40452,4,4,3,2888,5532,1975,16,2,0
1398,403326,2,45299,0,5,3,3987,8329,2001,112,4,2
1399,703004,3,69638,4,4,2,2838,8692,1986,93,1,0
1400,1077979,1,85976,0,3,4,1067,8832,2009,2,4,1
1401,1377628,4,15650,3,2,2,3499,8593,1988,23,2,1
1402,979483,4,48296,0,4,3,3181,4774,2016,77,4,0
1403,607071,0,32435,0,6,4,3202,6081,2010,76,2,2
1404,1112794,1,83851,2,4,4,3285,5456,1997,110,3,2
1405,1012826,1,46718,3,4,1,3308,8436,1961,42,2,1
1406,572355,3,37003,3,2,3,2115,4347,1992,19,3,1
1407,336640,2,14781,3,2,2,641,4291,1956,95,0,1
1408,577795,3,33178,0,2,2,1264,2490,1971,49,2,2
1409,1455708,1,21112,3,1,2,778,8051,2009,63,2,1
1410,1225749,2,73257,0,3,3,2850,5113,2018,87,2,1
1411,576495,3,41457,4,1,1,2330,2624,1986,54,1,0
1412,654485,1,67605,4,3,3,2771,9800,2002,63,2,2
1413,1102154,4,46426,0,6,3,3837,2415,2002,65,4,2
1414,870466,1,10094,0,1,3,3713,6362,2010,32,4,1
1415,273995,4,56441,3,2,1,1488,4956,1971,37,2,0
1416,967316,0,80142,1,2,2,2802,8955,2005,63,1,0
1417,392020,3,85892,3,5,1,3496,7087,2017,68,4,1
1418,191377,0,91466,3,3,4,2946,1428,1960,35,2,1
1419,1410174,2,97181,1,5,1,944,8266,1974,28,0,1
1420,935900,3,33686,4,1,1,2817,2411,2007,99,3,0
1421,792207,2,91469,2,5,1,2567,1291,2001,93,0,1
1422,1034308,1,78693,0,3,1,3895,9438,2001,49,0,0
1423,1031274,0,48351,4,3,2,799,8672,1973,79,1,2
1424,1225062,1,39917,0,6,2,1398,3942,2019,112,3,2
1425,1280322,0,41512,4,1,3,2306,5211,1968,71,4,0
1426,1342910,0,63614,2,2,2,1992,3949,1973,76,4,1
1427,580380,0,73090,3,5,3,3656,7186,1955,44,4,2
1428,975397,4,33337,2,4,2,3359,2155,2003,81,1,1
1429,179425,3,49965,4,3,2,2410,7419,2017,2,1,1
1430,1306875,0,95831,1,3,1,1853,4005,2009,80,0,2
1431,1077300,4,93937,3,3,2,3725,4599,1969,40,2,0
1432,682633,0,78072,3,4,3,1693,4140,2003,7,3,0
1433,610670,0,46716,1,5,3,2221,8274,1971,96,3,2
1434,292506,1,88468,0,5,2,675,4885,2014,53,4,1
1435,1334871,4,33913,2,4,3,1795,4696,1993,26,4,0
1436,1359613,4,38037,4,5,4,3881,1630,1975,84,1,2
1437,1061821,2,23444,0,6,4,3101,8967,1990,92,3,0
1438,630286,2,75342,3,2,1,1326,5711,1975,18,0,2
1439,1472857,0,97893,1,6,3,1347,2615,2001,95,0,2
1440,605221,2,60800,3,1,1,1737,5672,1956,17,0,1
1441,446674,1,98485,4,3,3,2460,9623,1974,4,3,2
1442,993686,4,79458,4,6,1,2622,6419,1952,101,3,2
1443,226693,2,53695,4,6,3,1711,7598,1963,104,3,2
1444,1319712,4,31676,1,4,4,3909,3685,1979,3,1,1
1445,1288890,1,72493,4,6,2,1395,8559,1956,74,4,1
1446,956034,3,77866,0,1,4,674,6448,1993,87,2,0
1447,520950,4,30651,0,1,2,2231,3274,1973,36,2,2
1448,142594,3,48533,0,2,2,1449,4605,1995,80,1,0
1449,686609,0,47743,2,1,2,1656,4660,1954,58,4,1
1450,1065686,0,92161,0,4,2,3292,7374,1961,74,1,2
1451,410142,1,16632,3,1,1,2881,3846,1965,108,0,1
1452,634856,2,88286,0,4,4,1051,2605,2011,62,4,1
1453,736810,4,13831,1,6,2,705,4337,1993,53,0,1
1454,802318,4,58519,0,4,1,3854,1766,2008,111,2,1
1455,475065,1,88449,2,2,2,3341,3049,2006,114,1,2
1456,851420,2,20336,3,3,2,967,5888,1955,47,4,1
1457,200218,0,92482,3,6,3,1860,8438,1982,20,4,2
1458,848974,0,18987,4,3,1,2384,7314,2008,20,4,2
1459,550731,3,43311,3,5,2,826,2258,2021,46,3,1
1460,751038,0,92714,4,3,1,2787,1504,1980,83,1,2
1461,1385988,1,89134,4,5,2,2575,6403,1982,34,1,2
1462,1490235,3,83362,4,6,3,3743,9326,1983,88,0,1
1463,270055,2,69720,3,6,1,2804,3166,1974,41,0,0
1464,550460,4,93926,4,4,2,2405,2752,1987,22,2,0
1465,464626,2,75022,4,3,4,1178,2464,1951,16,2,0
1466,564774,2,13806,0,3,1,3140,6463,2023,5,3,0
1467,1046694,0,67015,0,3,3,655,8495,2015,32,1,2
1468,438301,4,46345,4,2,3,2678,9618,2020,93,1,0
1469,1058552,2,77377,2,5,1,2881,3431,2001,73,1,0
1470,1274693,3,27746,2,3,3,968,5001,1988,16,3,1
1471,591413,2,29253,3,4,2,3141,9189,1964,69,1,1
1472,202048,4,50058,3,4,3,2906,6784,2009,118,4,2
1473,484824,2,78417,3,3,3,3375,6800,1959,99,2,1
1474,975639,4,62236,1,1,3,1294,5757,2003,12,4,2
1475,375868,3,76509,3,3,3,828,7406,2009,29,2,2
1476,1382800,3,10617,2,4,3,3690,4485,1978,29,1,1
1477,926788,2,39573,0,2,3,2755,1797,2015,52,3,1
1478,822548,0,59397,1,3,4,1225,6527,2008,73,1,0
1479,571568,3,47551,1,5,3,1816,9386,1967,41,3,1
1480,310835,2,47857,4,2,4,3212,6244,2005,58,1,1
1481,508171,4,22352,4,1,3,3282,4028,1972,95,1,2
1482,493637,3,45350,2,3,2,2852,8461,1953,67,0,0
1483,125582,4,63682,0,2,3,1747,8884,1971,4,1,2
1484,358855,4,14953,2,4,4,3973,9351,2018,22,1,2
1485,333088,1,11197,1,2,4,2471,3616,1958,79,1,1
1486,723940,0,34006,3,2,2,1417,2272,1967,16,4,2
1487,841326,1,67275,1,5,1,1165,2075,1980,81,2,1
1488,128867,4,56583,2,4,4,2837,8979,1968,82,1,1
1489,748777,2,21455,2,2,1,2886,6378,1975,9,0,1
1490,221782,2,38208,4,5,1,2769,8859,1980,83,3,0
1491,678686,1,35507,2,6,4,1822,3650,2017,109,4,1
1492,1029713,1,34696,4,4,1,2219,1682,1993,104,0,0
1493,780079,0,83240,4,3,2,1946,5418,2015,87,4,2
1494,285725,0,75571,2,4,1,1148,6767,2004,2,2,0
1495,925095,2,39262,2,2,3,929,5271,1961,16,1,0
1496,581161,1,13381,4,5,2,2144,1888,2022,19,0,1
1497,815451,0,95682,0,4,2,1178,6036,1952,65,1,2
1498,1269682,0,49064,0,2,3,1618,1231,2006,40,1,0
1499,457327,3,35494,1,2,1,3941,1476,1989,85,4,0
1500,146019,4,99955,2,2,1,1212,2369,2009,78,2,2
1501,1282414,3,70133,2,4,2,1064,7253,2015,41,1,0
1502,570292,1,66789,0,2,1,3160,9374,1968,84,0,2
1503,1424084,0,12119,1,2,1,1349,1884,1976,83,1,0
1504,728684,2,41566,3,4,1,3038,1481,2001,60,2,0
1505,1404704,1,54302,2,1,3,814,9595,2015,47,2,2
1506,837702,2,93365,2,5,1,3669,2090,1967,119,2,0
1507,976667,0,13967,4,2,3,2172,7021,1966,104,4,0
1508,380705,2,31364,0,5,3,3255,9208,2022,96,2,2
1509,1444268,4,84752,3,4,4,2767,7204,1958,64,4,2
1510,102028,0,60495,0,1,2,1824,8908,1975,42,4,0
1511,804005,2,76924,0,4,4,3360,3890,2017,74,1,0
1512,711326,1,96371,1,2,2,666,9673,1971,110,2,2
1513,1115403,0,65768,2,5,4,1457,7949,2004,64,4,1
1514,1195807,3,50834,2,2,2,1004,6358,1979,5,1,2
1515,577577,4,52705,0,3,2,2728,9079,2019,113,1,0
1516,891336,1,62063,0,5,2,3149,6784,1962,88,3,1
1517,841531,3,98726,4,3,4,2720,3716,1967,118,1,1
1518,1237879,3,22445,2,1,3,3633,3402,1989,44,1,0
1519,464902,4,51002,3,5,3,2383,4232,1961,80,3,0
1520,978336,4,41506,4,5,4,3276,2421,2012,104,0,2
1521,1009011,4,92333,0,6,3,634,6288,2020,104,2,0
1522,248621,2,48036,3,1,3,2714,7865,1987,91,1,2
1523,1037281,4,45047,1,4,1,3807,3790,1959,45,4,1
1524,533084,0,46347,1,3,1,826,3948,2018,55,3,0
1525,1132804,3,35198,3,3,1,1682,4028,2015,39,1,1
1526,459734,4,82428,1,5,1,3855,2341,2023,71,4,1
1527,796312,3,66000,3,3,1,1691,5223,2021,52,3,1
1528,1340648,2,15583,3,5,1,726,7912,2007,56,0,2
1529,188953,2,92649,1,2,4,3922,7984,1971,82,3,0
1530,1164352,3,92760,3,6,4,3865,2589,1964,86,0,2
1531,129652,4,35662,1,4,4,1440,1097,1962,7,1,2
1532,1176035,1,95565,1,4,4,3190,5838,2018,62,0,2
1533,135966,1,97508,0,6,4,3868,6366,2010,13,4,1
1534,714070,4,61959,0,5,2,677,9114,1954,26,4,0
1535,1023977,4,27440,4,3,1,1682,7916,1981,34,4,1
1536,407981,1,31427,3,1,1,3261,7785,2008,100,4,2
1537,447706,4,79435,2,3,2,1006,8212,2010,83,3,1
1538,1102017,0,22468,3,2,1,3078,4530,2004,30,3,2
1539,637069,4,69412,0,2,2,1374,2835,1995,120,2,0
1540,1481833,2,53941,3,2,1,3416,8818,1954,77,4,1
1541,1312514,3,48650,1,6,3,3965,3209,2010,31,2,0
1542,1498990,0,62544,3,4,1,1600,9159,1990,16,0,1
1543,628075,0,94763,2,6,1,3141,8542,1992,117,1,1
1544,1000752,4,36860,2,6,3,660,1460,2006,58,3,2
1545,613429,0,72546,0,1,1,3420,2949,1992,22,1,1
1546,649507,0,88446,3,3,4,717,4739,1964,58,3,2
1547,1011604,0,50137,2,2,4,3941,6714,1955,72,1,0
1548,878588,4,17886,1,3,4,3428,9567,1969,36,1,2
1549,784628,0,13951,1,1,1,3511,6981,1964,48,0,0
1550,903226,4,37989,3,4,2,2535,2648,2017,55,4,2
1551,1433590,3,70384,4,4,3,1590,4330,1985,3,3,2
1552,1244267,1,13119,1,3,4,2492,5586,1957,38,0,2
1553,437137,0,78357,0,1,2,1575,5478,2011,10,2,0
1554,776904,3,21066,0,3,2,1505,2807,1973,39,0,1
1555,1076130,3,56122,2,3,2,3405,1435,1995,70,2,1
1556,883773,1,25237,3,4,3,1840,6776,1986,99,1,1
1557,629929,1,27691,4,1,2,3090,1342,2011,30,2,2
1558,1364814,3,80943,3,4,1,3991,6495,1957,95,0,2
1559,1389794,4,38367,0,2,2,3487,6375,1993,24,1,2
1560,1380632,2,14136,4,3,3,2386,1172,1960,103,2,2
1561,621685,4,18319,3,2,1,2017,4873,2010,105,1,2
1562,932923,1,22124,2,2,1,2757,5327,1997,19,2,1
1563,849363,1,88526,2,6,3,3490,9862,1951,15,2,0
1564,478395,0,58931,2,2,4,2583,2427,1953,80,2,2
1565,836243,3,50673,1,1,1,746,2428,2017,54,0,2
1566,1038877,2,79405,0,6,3,3673,8567,1968,19,4,2
1567,138456,1,85999,2,6,4,1286,4898,1996,48,0,2
1568,1285395,1,23857,1,5,1,2085,4530,1974,7,4,1
1569,725098,1,92240,1,3,1,2440,3622,1976,14,0,2
1570,1212791,3,60459,4,1,3,3007,9694,1982,103,4,2
1571,1263891,0,60012,2,1,4,1834,4014,1964,73,1,1
1572,611900,2,88736,4,2,1,3503,1584,2015,80,0,0
1573,1088823,2,71689,3,5,3,1291,4423,1982,119,1,1
1574,214432,4,23327,0,5,1,1460,1207,1976,6,1,0
1575,1424797,0,28493,0,5,4,1814,2565,2009,116,0,2
1576,858249,0,27528,4,1,1,607,9634,2007,39,3,1
1577,1191472,0,63939,1,4,1,1322,9721,1955,33,4,1
1578,803014,1,92336,4,1,1,3037,9904,1979,5,2,2
1579,253568,4,70025,2,5,3,3689,5680,1951,9,0,1
1580,964648,1,48014,2,1,2,2443,1147,1999,98,4,0
1581,694525,0,59303,3,2,4,1407,4179,2010,33,4,2
1582,283646,1,67134,4,4,4,3608,2584,1998,118,3,2
1583,1387108,1,36541,1,3,4,2139,4203,1976,46,3,2
1584,1268317,0,75950,4,4,4,1077,5731,1980,77,2,2
1585,500875,0,39103,2,6,1,1507,1997,1975,2,1,0
1586,386515,0,73202,2,2,1,2829,6434,1994,117,2,0
1587,858707,1,38181,3,1,2,3405,2632,1989,116,1,1
1588,554405,4,61785,3,1,4,2317,3509,1961,24,3,0
1589,1038423,3,92122,0,5,4,3642,1073,1978,32,4,1
1590,103682,0,79620,3,3,4,1451,4606,2001,99,3,0
1591,970897,2,64105,3,3,2,1723,5182,1956,98,3,0
1592,778419,1,95199,1,1,4,3881,6166,1955,15,3,0
1593,1074024,0,12157,3,4,1,3719,9663,1981,4,4,0
1594,100283,1,11684,1,3,3,3166,5976,2021,80,2,0
1595,1091920,2,39040,1,2,2,2445,7181,1970,82,3,1
1596,699748,2,41560,0,1,2,1637,9782,1987,115,2,1
1597,1446602,2,94828,1,6,3,2776,9705,1972,83,4,0
1598,936502,4,39671,3,6,2,1671,5294,1971,26,1,2
1599,1419776,1,12078,3,4,2,1873,8384,2016,56,4,0
1600,865923,4,81195,1,6,2,1797,9019,1964,116,1,0
1601,556136,2,18659,0,4,2,2050,5927,1965,3,3,0
1602,506109,0,46866,4,4,3,1410,7928,1981,88,4,2
1603,329125,3,81664,0,1,4,3571,2151,1958,26,4,0
1604,1191840,0,67080,2,4,3,1355,6414,2017,19,4,1
1605,520617,2,99469,3,4,3,1525,6307,1980,64,1,1
1606,1477906,0,36635,1,2,3,2283,2136,2009,43,2,2
1607,1417093,4,89613,2,4,3,1675,5038,1983,2,3,2
1608,483245,4,47999,3,4,2,1687,1953,1998,114,1,0
1609,431030,1,84052,3,2,2,2948,2138,1992,6,2,0
1610,769259,4,67894,0,1,4,975,9552,1992,57,3,1
1611,508789,4,78665,4,4,2,886,2488,1974,78,0,1
1612,593887,1,18513,4,3,2,3468,4987,1989,118,0,2
1613,497316,4,23237,1,1,1,3511,2623,2023,21,3,0
1614,1215321,4,44651,0,1,4,1345,5463,1962,63,2,2
1615,1492700,2,70082,0,5,3,2371,4426,1963,29,2,2
1616,110859,4,35912,4,4,3,3652,7553,1953,32,0,1
1617,1410792,2,20444,4,1,3,2449,5802,2005,85,0,1
1618,1362844,4,28838,2,4,4,1645,7159,2014,7,0,0
1619,680842,3,40598,3,3,1,1680,5624,2006,76,3,0
1620,1476212,1,36915,0,2,3,1476,1486,1979,71,1,2
1621,1329052,3,84590,2,6,2,723,2244,1977,5,0,0
1622,1148383,4,51813,4,3,1,3437,3735,1957,70,4,1
1623,140103,1,49902,0,3,2,1754,7511,1999,26,1,1
1624,981879,3,74657,4,2,4,1914,4991,2021,27,3,0
1625,104321,2,72702,2,1,1,1951,4375,1985,42,1,1
1626,247370,0,72560,4,2,1,2229,6047,1978,18,0,1
1627,857857,0,96038,3,5,4,3126,2569,1965,116,4,2
1628,680402,0,53172,1,1,4,2565,7622,1998,54,4,1
1629,531098,0,51303,2,1,3,3332,3979,1958,9,3,2
1630,1203558,4,49017,0,5,1,1617,1674,2007,70,0,1
1631,1053481,4,44968,1,1,2,3142,5889,1973,40,1,0
1632,1116330,3,46612,3,3,2,3025,4857,1976,27,3,1
1633,649561,2,57945,3,2,2,2982,2343,2000,99,4,1
1634,1313935,3,49609,4,4,4,1988,3095,2007,41,4,1
1635,1435866,2,44927,2,2,1,3074,6108,2011,78,0,2
1636,523054,3,21893,1,1,4,3112,8342,2022,103,2,0
1637,1136478,2,44376,1,6,4,1190,9794,2000,49,0,1
1638,591497,4,92847,2,2,1,2752,8277,1968,16,0,2
1639,1042458,0,52312,2,4,1,1527,1259,1997,110,0,1
1640,817052,3,32524,3,5,4,724,6714,2009,47,3,1
1641,167620,4,54024,1,1,2,3184,3386,2007,117,3,2
1642,286587,4,68130,3,1,1,692,4845,1993,98,0,2
1643,237088,0,23130,2,6,3,3111,7802,1996,105,3,1
1644,162524,3,60440,0,4,3,2737,8829,2018,8,1,1
1645,1359466,3,56768,1,1,2,3167,4021,1950,77,0,2
1646,181093,3,21705,2,2,4,1517,7456,1967,55,1,0
1647,781451,1,35395,3,1,4,1625,8067,2013,34,0,1
1648,111428,1,47236,0,4,2,2117,8508,1980,111,3,2
1649,704899,1,59479,4,1,3,3370,5055,1964,103,0,1
1650,1311994,3,12372,3,1,1,3602,7421,2019,1,4,2
1651,933573,2,35223,3,2,1,1143,9636,2019,98,1,0
1652,576335,1,84493,0,2,1,1898,9644,1992,55,0,0
1653,509205,0,94640,4,4,2,892,8183,1966,68,0,1
1654,915201,4,60231,1,4,1,3886,6667,1996,9,0,0
1655,1207235,0,82632,2,4,2,1745,2778,1958,9,4,1
1656,663384,1,88530,1,5,1,3985,1184,2005,107,4,1
1657,223910,0,54993,4,2,3,1806,4921,1990,79,2,0
1658,1081583,1,85045,4,4,2,931,1462,1990,51,0,1
1659,147047,4,55113,4,1,4,1404,6978,1969,12,0,0
1660,868546,0,31004,3,4,3,1069,5588,1999,78,4,0
1661,764186,4,87865,4,3,2,2695,6672,1995,95,3,1
1662,453512,4,59792,1,3,4,3991,6335,2014,86,4,2
1663,827388,2,56988,3,6,3,3785,8693,2006,53,3,1
1664,1310763,1,77095,2,5,3,966,3173,1964,86,0,2
1665,668647,4,20111,0,6,3,2843,6095,2008,100,0,2
1666,292045,0,59637,4,2,3,1577,4047,1989,103,3,2
1667,584306,1,28585,1,4,4,2670,3530,1991,38,4,2
1668,1418754,2,19965,3,6,1,3467,4404,2012,88,4,2
1669,618573,1,16960,4,6,4,3191,8450,1981,54,4,2
1670,890281,1,26677,0,3,2,2578,8444,2016,54,0,1
1671,1496209,1,69486,3,1,3,1857,5751,1990,83,2,2
1672,352485,2,42718,0,3,3,3911,8802,1996,46,0,1
1673,742169,3,10416,1,3,3,3232,1687,1967,115,4,0
1674,541666,4,31458,3,5,4,3556,1530,2022,17,4,2
1675,839325,4,50549,2,5,2,3763,9075,1985,12,3,0
1676,1075708,1,75254,1,1,4,1764,9718,2019,55,2,2
1677,931701,1,18307,1,4,4,3349,8588,2001,86,1,2
1678,1095371,1,54519,3,2,2,1446,2301,1982,31,0,2
1679,1194017,0,62786,3,2,2,3553,4917,1970,90,3,2
1680,288123,3,41233,1,2,1,1788,2741,1963,1,1,2
1681,1227874,1,10978,1,3,4,2170,2529,2018,38,3,1
1682,868262,3,99226,1,3,3,1369,3948,1996,37,0,2
1683,1339463,1,66023,3,4,2,1202,1886,1958,54,2,1
1684,989357,3,58479,2,1,1,1720,6518,1991,102,0,0
1685,903149,1,73605,2,2,2,1433,9193,1998,102,1,1
1686,630234,1,47765,4,6,3,1255,1888,2001,120,3,2
1687,1252974,3,77508,4,2,3,2204,3430,2002,49,0,2
1688,365076,3,66033,3,3,4,3810,6155,2012,3,4,2
1689,1190951,1,55291,2,3,3,2768,2127,2009,93,0,2
1690,977697,2,69128,1,4,2,1574,1106,2022,19,4,2
1691,410666,0,43311,1,2,2,2306,1159,1950,2,4,2
1692,1404171,2,52069,3,2,3,3403,2352,1996,11,0,1
1693,1362472,3,62752,4,4,2,3147,6466,1959,26,1,0
1694,994591,0,72829,2,6,1,1351,4370,1969,1,2,1
1695,1361614,4,32256,1,1,3,3988,8950,1960,84,3,1
1696,1022305,2,72193,0,2,2,2241,9780,1967,32,0,0
1697,262341,1,26032,0,6,2,2299,1931,1987,67,0,2
1698,1239263,4,85041,0,4,4,3253,7189,1984,60,4,0
1699,542776,1,93184,0,1,2,2821,1026,1952,18,1,0
1700,426337,4,64707,0,3,1,3861,7662,1968,115,3,1
1701,1438956,1,45798,0,3,2,3353,4696,1970,48,2,0
1702,429828,2,98635,4,6,4,1005,4662,1974,114,0,2
1703,357213,4,47969,0,6,3,3756,5274,1959,116,1,2
1704,814836,0,13916,1,6,4,782,5929,2003,45,0,0
1705,873714,4,33511,1,1,2,2896,8577,1991,101,3,0
1706,631293,4,73137,3,4,4,2404,3942,1955,102,1,1
1707,697793,0,91478,4,6,2,1336,6701,2017,25,0,0
1708,1188237,1,21192,1,2,2,1067,7604,2012,15,0,0
1709,944393,4,50906,2,6,2,2246,7016,1991,95,3,2
1710,1153210,1,62280,0,5,2,2514,8087,1980,118,3,2
1711,1364608,4,19447,2,1,1,3304,3087,1989,83,0,2
1712,993011,4,89904,3,5,1,1979,5449,1960,106,2,0
1713,1455317,2,38784,2,1,2,1022,9197,1984,40,1,1
1714,582180,1,91963,2,1,4,1819,6913,1993,13,2,2
1715,1394289,1,47210,0,2,1,2730,9045,1977,111,3,0
1716,174251,0,70215,1,4,3,2037,3781,1982,62,4,0
1717,788063,2,54548,2,2,3,2405,9872,1973,106,4,2
1718,1390208,0,84482,4,2,4,884,5210,2000,74,0,2
1719,289224,3,53067,2,5,2,3508,3751,1974,113,1,2
1720,304268,1,75233,0,3,1,3016,4168,1973,41,1,1
1721,286355,3,41914,4,5,4,1746,6370,2008,87,3,1
1722,469172,0,71447,2,6,4,903,5156,1995,80,1,2
1723,1242314,2,27579,0,6,1,935,7687,1966,9,0,0
1724,607785,2,32785,4,3,4,3065,8330,2004,15,4,1
1725,1334512,3,37751,1,5,3,2277,7930,1981,57,3,2
1726,589344,2,42099,0,1,3,3101,7313,2008,44,1,1
1727,695004,2,13733,0,5,1,1176,5984,1995,69,3,1
1728,880609,4,93199,4,2,4,2508,1625,1980,4,2,1
1729,765589,2,79873,0,6,3,3381,4621,2019,27,3,2
1730,173195,2,45292,0,5,2,2841,8162,1987,83,2,2
1731,139505,0,73437,4,5,4,2310,4096,1974,116,4,0
1732,490836,4,56669,2,6,1,681,2821,2015,49,3,2
1733,1372278,3,22444,0,3,1,1681,8477,1984,76,4,2
1734,1173967,0,22268,2,5,3,1760,4882,1959,90,3,1
1735,735605,3,59855,4,2,2,1625,8321,2000,93,1,1
1736,514584,3,47734,0,2,3,3377,4297,1975,54,4,2
1737,1458769,4,99940,1,4,1,3387,8326,1970,91,1,0
1738,911593,2,33519,2,5,2,1996,6494,1986,60,2,0
1739,882369,4,45493,4,4,2,1027,8698,1970,6,3,1
1740,523704,3,17567,2,5,3,2220,5105,2012,102,4,1
1741,1156785,1,80793,4,2,1,1427,2122,1963,27,3,0
1742,1426040,1,53682,3,1,1,1144,7089,1992,21,4,1
1743,328266,0,39489,1,3,1,849,9306,1963,50,0,1
1744,585085,0,18937,1,5,4,1404,3613,1972,81,0,2
1745,1210031,0,58935,3,2,4,919,5625,1994,54,4,0
1746,1063326,2,62633,0,3,1,618,5582,1987,99,1,2
1747,892349,4,96678,0,3,1,1934,7011,1970,118,2,0
1748,966864,4,29567,2,2,3,1546,9987,2006,5,4,1
1749,1225786,0,71486,1,1,4,751,7400,2021,1,0,2
1750,510491,2,40146,0,4,4,2115,5527,1980,7,1,1
1751,571121,0,40774,1,4,3,3598,6671,1992,76,3,2
1752,340762,3,24650,0,4,1,953,6249,2015,90,2,2
1753,1423184,4,83965,1,1,3,3371,2475,1960,118,3,2
1754,404252,1,90909,4,5,2,1920,3215,1961,63,3,0
1755,1019191,0,39464,0,5,2,1139,5942,1982,11,1,2
1756,1293478,0,36565,3,2,1,2299,6752,2009,66,3,1
